Date,Open,High,Low,Close,Adj Close,Volume
12-03-2009,158.928925,162.662659,156.981979,161.926926,161.926926,10038152
13-03-2009,163.213211,163.89389,159.674683,162.372375,162.372375,7804987
16-03-2009,163.158157,165.030029,159.454453,160.005005,160.005005,9883706
17-03-2009,160.250244,167.837845,159.704712,167.837845,167.837845,9415575
18-03-2009,167.572571,170.170166,164.189194,166.716721,166.716721,10014376
19-03-2009,166.006012,168.168167,163.853851,165.135132,165.135132,8214178
20-03-2009,165.315308,166.661667,163.333328,165.245239,165.245239,9466324
23-03-2009,166.946945,174.899902,166.681686,174.474472,174.474472,8534457
24-03-2009,173.423416,177.097092,172.172165,173.758759,173.758759,7632360
25-03-2009,175.375381,175.84584,168.293289,172.207214,172.207214,8663927
26-03-2009,176.741745,179.759766,174.424423,176.821823,176.821823,11994593
27-03-2009,175.175171,176.176178,172.907913,174.024017,174.024017,6638954
30-03-2009,171.446442,172.077072,168.193192,171.51651,171.51651,6182012
31-03-2009,174.639633,176.931931,173.26326,174.204208,174.204208,7303289
01-04-2009,172.062057,177.797791,170.475479,177.222229,177.222229,6595798
02-04-2009,181.836838,185.065063,180.340347,181.431427,181.431427,8967024
03-04-2009,182.432434,186.046051,179.179184,185.075073,185.075073,7572020
06-04-2009,183.683685,185.095093,180.880875,184.304306,184.304306,6554039
07-04-2009,181.481476,182.057053,177.83284,179.504501,179.504501,7352840
08-04-2009,181.931931,182.682678,178.283279,181.181183,181.181183,5524870
09-04-2009,184.934937,187.362366,183.308304,186.436432,186.436432,6758435
13-04-2009,185.850845,189.739746,185.335342,189.244247,189.244247,6094100
14-04-2009,188.658661,188.683685,182.982986,184.639633,184.639633,6850343
15-04-2009,183.733734,190.720718,182.262268,189.939941,189.939941,9851539
16-04-2009,190.940948,196.646652,190.700699,194.56456,194.56456,20349830
17-04-2009,193.203201,200.110107,192.597595,196.316315,196.316315,21440138
20-04-2009,193.268265,195.520523,188.133133,189.839844,189.839844,8848942
21-04-2009,188.27327,192.342346,188.238235,190.925919,190.925919,7383409
22-04-2009,191.066071,195.19519,189.694702,192.122116,192.122116,6996596
23-04-2009,193.948944,195.070068,190.745743,192.537537,192.537537,5212782
24-04-2009,193.218216,196.786789,190.440445,194.939941,194.939941,6764029
27-04-2009,192.362366,194.939941,191.566574,193.168167,193.168167,4576619
28-04-2009,192.067062,194.719727,190.960968,192.047043,192.047043,5881313
29-04-2009,193.178177,197.682678,193.108109,195.930923,195.930923,7212780
30-04-2009,198.078079,202.077072,197.597595,198.183182,198.183182,8702689
01-05-2009,197.712708,198.993988,195.970978,197.042038,197.042038,4850545
04-05-2009,199.284286,201.401398,197.59259,201.191193,201.191193,6399594
05-05-2009,200.190186,202.702698,198.823822,201.696701,201.696701,4796798
06-05-2009,203.598602,204.344345,200.700699,201.936935,201.936935,5260534
07-05-2009,202.252258,202.697693,196.446442,198.50351,198.50351,5993600
08-05-2009,201.626633,205.270264,197.697693,203.868866,203.868866,7722470
11-05-2009,201.601608,206.206207,200.800797,204.194199,204.194199,5113481
12-05-2009,205.210205,205.700699,197.752747,199.704712,199.704712,7574018
13-05-2009,197.242249,198.393387,194.36937,194.964966,194.964966,5679914
14-05-2009,194.594589,196.3013,192.537537,193.943939,193.943939,5868126
15-05-2009,195.745743,197.252258,194.739746,195.19519,195.19519,6011383
18-05-2009,197.562561,198.853851,192.892899,198.618622,198.618622,6696697
19-05-2009,198.248245,201.021027,196.696701,199.639633,199.639633,5669325
20-05-2009,201.246246,203.03804,197.697693,198.788788,198.788788,4563432
21-05-2009,198.348343,201.621628,197.117111,198.448441,198.448441,5434160
22-05-2009,198.528534,199.524521,196.196198,196.946945,196.946945,3433763
26-05-2009,196.171173,202.702698,195.19519,202.382385,202.382385,6202791
27-05-2009,203.023026,206.136139,202.607605,202.982986,202.982986,6062531
28-05-2009,204.54454,206.016022,202.507507,205.405411,205.405411,5332262
29-05-2009,206.261261,208.823822,205.555557,208.823822,208.823822,5291104
01-06-2009,209.57457,215.015015,209.474472,213.4935,213.4935,6638155
02-06-2009,213.338333,215.19519,211.911911,214.414413,214.414413,5241953
03-06-2009,213.213211,216.446442,212.212219,216.041046,216.041046,7058534
04-06-2009,217.867874,220.840836,217.467468,220.360367,220.360367,7268924
05-06-2009,222.757751,223.89389,219.949951,222.382385,222.382385,7354238
08-06-2009,219.969971,220.680679,217.277283,219.604599,219.604599,6191203
09-06-2009,219.509506,220.470474,216.0961,218.02803,218.02803,6503290
10-06-2009,218.333328,219.164169,213.548553,216.51651,216.51651,6711082
11-06-2009,216.101105,217.082077,214.399399,214.714722,214.714722,5724670
12-06-2009,213.643646,214.064056,210.815811,212.632629,212.632629,5830963
15-06-2009,210.960968,210.960968,207.207214,208.593597,208.593597,7466326
16-06-2009,209.864868,210.755753,207.917923,208.208206,208.208206,6093301
17-06-2009,208.303299,210.070068,205.985992,207.787781,207.787781,6973220
18-06-2009,208.04805,209.55455,206.706711,207.237244,207.237244,6164230
19-06-2009,209.314316,210.440445,207.497498,210.255249,210.255249,8509682
22-06-2009,208.683685,208.953949,201.146149,203.878876,203.878876,8240551
23-06-2009,203.528534,204.699707,201.476471,203.043045,203.043045,5793401
24-06-2009,204.57457,206.32132,203.48349,204.849854,204.849854,4910684
25-06-2009,203.703705,208.158157,203.458466,208.093094,208.093094,6082911
26-06-2009,207.047043,214.32933,206.761765,212.872879,212.872879,6506887
29-06-2009,213.213211,214.11412,211.331329,212.282288,212.282288,4334261
30-06-2009,212.212219,213.818817,209.319321,211.006012,211.006012,5182612
01-07-2009,212.312317,213.413406,209.284286,209.704712,209.704712,4616978
02-07-2009,207.912918,207.912918,203.608612,204.449448,204.449448,5030165
06-07-2009,203.453445,205.525528,201.031036,205.01001,205.01001,4520675
07-07-2009,204.324326,204.799805,198.188187,198.513519,198.513519,6512081
08-07-2009,200.200195,203.203201,199.229233,201.446442,201.446442,6875518
09-07-2009,203.26326,207.432434,203.103104,205.400406,205.400406,6544649
10-07-2009,204.994995,208.89389,204.55455,207.40741,207.40741,5847347
13-07-2009,208.293289,212.472473,207.797791,212.362366,212.362366,8083309
14-07-2009,212.067062,213.578583,210.645645,212.557556,212.557556,5785808
15-07-2009,215.045044,219.559555,214.459457,219.304306,219.304306,7546446
16-07-2009,218.558563,223.098099,217.267273,221.521515,221.521515,13095891
17-07-2009,216.716721,217.957962,213.563568,215.340347,215.340347,13694492
20-07-2009,215.155151,216.641647,213.338333,215.300293,215.300293,6300693
21-07-2009,215.685684,216.166168,213.073074,214.164169,214.164169,5930464
22-07-2009,214.214218,215.315308,211.96196,214.059052,214.059052,5168227
23-07-2009,214.55455,220.825821,212.962967,218.888885,218.888885,6949444
24-07-2009,218.123123,225.470474,217.717712,223.583588,223.583588,7246546
27-07-2009,223.24324,223.598602,219.024017,222.62262,222.62262,5003791
28-07-2009,220.720718,221.626633,218.268265,220.145142,220.145142,5059935
29-07-2009,218.833832,219.119125,216.161163,218.338333,218.338333,3970026
30-07-2009,221.52652,225.960968,221.52652,223.043045,223.043045,6390803
31-07-2009,225.21521,226.576584,221.436432,221.74675,221.74675,5715079
03-08-2009,224.594589,227.17717,224.044037,226.331329,226.331329,5175419
04-08-2009,224.909912,227.227234,224.439438,227.092087,227.092087,4774820
05-08-2009,228.228226,228.683685,224.164169,225.795792,225.795792,4679316
06-08-2009,227.37738,227.667664,224.489487,225.405411,225.405411,4217578
07-08-2009,228.063065,229.939941,227.722717,228.778778,228.778778,5081114
10-08-2009,227.797791,229.434433,227.122116,228.533539,228.533539,3480516
11-08-2009,227.062057,228.843842,226.416412,227.197205,227.197205,3421575
12-08-2009,227.932938,231.10611,227.687683,229.519516,229.519516,4678117
13-08-2009,231.306305,232.59259,229.684692,231.371368,231.371368,3986410
14-08-2009,231.621628,231.821823,228.673676,230.230225,230.230225,3346850
17-08-2009,225.975983,226.221222,221.781784,222.667664,222.667664,5235160
18-08-2009,222.772766,224.074081,221.381378,222.862869,222.862869,4697498
19-08-2009,220.21521,222.722717,219.499496,222.207214,222.207214,4505490
20-08-2009,226.226227,231.32132,225.840836,230.43544,230.43544,7989802
21-08-2009,233.003006,233.278275,231.556564,232.852859,232.852859,7113879
24-08-2009,233.908905,235.280273,232.442444,234.599594,234.599594,4901893
25-08-2009,234.799805,237.412415,234.594589,235.920914,235.920914,4677318
26-08-2009,236.616623,236.73674,233.583588,234.234238,234.234238,3971624
27-08-2009,234.524521,234.524521,230.595596,233.26326,233.26326,3993802
28-08-2009,234.864868,236.421417,231.921921,232.607605,232.607605,3539657
31-08-2009,230.125122,231.161163,229.229233,231.066071,231.066071,3911884
01-09-2009,230.070068,233.643646,227.437439,228.108109,228.108109,5184610
02-09-2009,228.138138,229.394394,226.521515,226.731735,226.731735,3605990
03-09-2009,228.138138,229.354355,227.727722,228.988983,228.988983,3289108
04-09-2009,229.014008,231.531525,228.118118,230.880875,230.880875,2995402
08-09-2009,232.37738,233.728729,228.148148,229.539536,229.539536,5308087
09-09-2009,229.759766,233.368362,229.629623,232.217224,232.217224,4386409
10-09-2009,233.558563,235.705704,231.231232,235.705704,235.705704,5064131
11-09-2009,235.43544,236.886887,234.049042,236.306305,236.306305,3801994
14-09-2009,235.490494,238.638641,235.260254,237.797791,237.797791,3947449
15-09-2009,237.777771,239.694702,236.591599,239.009003,239.009003,4791404
16-09-2009,240.140137,244.929932,239.479477,244.389389,244.389389,5165429
17-09-2009,245.530533,248.933929,243.818817,246.10611,246.10611,8957234
18-09-2009,248.633636,248.738739,245.860855,245.975983,245.975983,6560433
21-09-2009,244.11412,249.699707,243.353348,248.748749,248.748749,4228567
22-09-2009,250.710709,251.246246,249.15416,249.779785,249.779785,6076318
23-09-2009,250.64064,253.753754,249.104111,249.479477,249.479477,5402992
24-09-2009,250.485489,250.955963,246.74675,248.633636,248.633636,5050145
25-09-2009,247.392395,250.21521,246.246246,246.486481,246.486481,4095101
28-09-2009,247.667664,251.001007,246.896896,249.514511,249.514511,3674921
29-09-2009,250.015015,250.125122,246.751755,249.514511,249.514511,4194202
30-09-2009,250.250244,250.320313,243.863861,248.173172,248.173172,6277117
01-10-2009,246.74675,248.48349,243.743744,243.843842,243.843842,5620774
02-10-2009,242.112106,246.116119,241.541534,242.532532,242.532532,5196398
05-10-2009,244.069077,246.461456,241.911911,244.504501,244.504501,4284911
06-10-2009,246.0961,249.934937,246.0961,249.619614,249.619614,5459135
07-10-2009,249.749756,259.754761,249.15416,259.029022,259.029022,9738652
08-10-2009,260.045044,261.886902,256.926941,257.347351,257.347351,8598992
09-10-2009,258.583588,261.016022,257.507507,258.383392,258.383392,5470724
12-10-2009,261.971985,263.143158,259.919922,262.282288,262.282288,6637756
13-10-2009,262.457458,263.993988,260.950958,263.318329,263.318329,6068725
14-10-2009,266.49649,268.058044,265.265259,267.927917,267.927917,6510283
15-10-2009,267.142151,268.718719,263.898895,265.220215,265.220215,12188599
16-10-2009,273.938934,277.652649,272.537537,275.200195,275.200195,17666116
19-10-2009,276.621613,277.077087,274.639648,276.32132,276.32132,6429364
20-10-2009,276.0961,276.75174,270.620636,276.136139,276.136139,8079313
21-10-2009,275.230225,279.954956,274.77478,275.825836,275.825836,7333859
22-10-2009,275.275269,277.777771,274.274261,277.322327,277.322327,4668327
23-10-2009,277.902893,279.224213,275.875885,277.122131,277.122131,4780615
26-10-2009,278.153168,281.101105,275.720734,277.382385,277.382385,5934859
27-10-2009,275.760773,277.557556,272.352356,274.419434,274.419434,6426567
28-10-2009,274.209198,275.275269,269.394409,270.42041,270.42041,5130464
29-10-2009,271.776764,276.191193,270.770782,275.800812,275.800812,5040155
30-10-2009,275.275269,275.360352,267.38739,268.328339,268.328339,6930063
02-11-2009,268.808807,270,264.384369,267.262268,267.262268,6397796
03-11-2009,265.270264,269.019012,264.414429,268.91391,268.91391,4755640
04-11-2009,270.670685,273.02301,268.478485,270.435425,270.435425,4660735
05-11-2009,272.017029,275.160156,271.601593,274.599609,274.599609,3691705
06-11-2009,274.134125,276.166168,273.02301,275.825836,275.825836,3649747
09-11-2009,278.002991,281.571564,277.392395,281.53653,281.53653,5294500
10-11-2009,281.646637,284.674683,281.281281,283.663666,283.663666,4457138
11-11-2009,285.525513,287.037048,283.213226,285.565552,285.565552,4634761
12-11-2009,285.065063,286.736725,283.03302,284.209198,284.209198,3768827
13-11-2009,284.929932,286.541534,283.588593,286.31131,286.31131,3330266
16-11-2009,287.787781,288.783783,286.676666,288.428436,288.428436,4394002
17-11-2009,287.722717,289.039032,287.147156,289.034027,289.034027,3829567
18-11-2009,288.613617,289.679688,286.32132,288.613617,288.613617,3096101
19-11-2009,287.17218,287.287292,285.285278,286.781769,286.781769,4331664
20-11-2009,285.035034,286.08609,284.984985,285.265259,285.265259,4008388
23-11-2009,288.533539,293.593597,288.218231,291.466461,291.466461,5089905
24-11-2009,291.551544,292.437439,288.558563,291.836823,291.836823,3207190
25-11-2009,293.498505,293.823822,291.636627,293.163177,293.163177,2919478
27-11-2009,286.286285,291.521515,285.770782,290.170166,290.170166,2766431
30-11-2009,290.605591,292.127136,288.843842,291.791779,291.791779,3446750
01-12-2009,294.359344,295.905914,291.791779,295.230225,295.230225,4635959
02-12-2009,295.795807,296.801788,293.403412,294.049042,294.049042,3323074
03-12-2009,294.814819,296.021027,292.792786,293.163177,293.163177,2854543
04-12-2009,296.806793,297.712708,289.879883,292.797791,292.797791,5022173
07-12-2009,292.3974,294.639648,290.790802,293.418427,293.418427,3269128
08-12-2009,292.042053,295.625641,291.29129,293.818817,293.818817,3044952
09-12-2009,294.044037,294.959961,292.082092,294.80481,294.80481,3558438
10-12-2009,295.515503,297.652649,295.500488,296.046051,296.046051,3333263
11-12-2009,297.637634,297.672668,294.159149,295.550537,295.550537,3436560
14-12-2009,297.972961,298.953949,296.601593,298.163177,298.163177,3822973
15-12-2009,296.94696,298.488495,295.790802,296.866852,296.866852,4556239
16-12-2009,299.599609,300.485474,298.618622,299.179169,299.179169,5613181
17-12-2009,298.518524,299.11911,297.177185,297.267273,297.267273,5272322
18-12-2009,298.313324,299.764771,297.797791,298.508514,298.508514,7055937
21-12-2009,299.104095,300.220215,298.133148,299.639648,299.639648,5137258
22-12-2009,300.970978,301.051056,299.724731,300.86087,300.86087,3757838
23-12-2009,302.052063,306.74173,301.726715,306.146149,306.146149,4141255
24-12-2009,306.771759,310.070068,306.441437,309.549561,309.549561,1715683
28-12-2009,311.141144,313.308319,309.549561,311.746735,311.746735,3392404
29-12-2009,312.682678,312.732727,309.454468,310.01001,310.01001,2846750
30-12-2009,309.55957,311.676666,309.314301,311.676666,311.676666,2928269
31-12-2009,312.687683,313.013,310.300293,310.300293,310.300293,2437160
04-01-2010,313.788788,315.070068,312.432434,313.68869,313.68869,3908488
05-01-2010,313.9039,314.234222,311.081085,312.307312,312.307312,6003391
06-01-2010,313.243256,313.243256,303.48349,304.434448,304.434448,7949443
07-01-2010,305.005005,305.305298,296.621613,297.347351,297.347351,12815771
08-01-2010,296.296295,301.926941,294.849854,301.31131,301.31131,9439151
11-01-2010,302.532532,302.532532,297.317322,300.855865,300.855865,14411374
12-01-2010,299.124115,299.379364,294.294281,295.535522,295.535522,9696893
13-01-2010,288.533539,294.484497,287.237244,293.838837,293.838837,12980207
14-01-2010,292.242249,297.3974,291.696686,295.220215,295.220215,8471720
15-01-2010,296.96698,297.077087,289.309296,290.290283,290.290283,10858131
19-01-2010,290.8909,295.505493,288.433441,294.104095,294.104095,8624767
20-01-2010,293.283295,293.283295,287.932922,290.495483,290.495483,6494899
21-01-2010,292.012024,293.703705,286.411407,291.781769,291.781769,12602785
22-01-2010,282.532532,285.585571,267.697693,275.280273,275.280273,13587199
25-01-2010,273.568573,275.21521,268.02301,270.270264,270.270264,8830960
26-01-2010,269.254242,275.075073,268.413422,271.481476,271.481476,8702289
27-01-2010,270.905914,274.099091,267.922913,271.32132,271.32132,7920871
28-01-2010,272.517517,273.773773,265.565552,267.412415,267.412415,6451742
29-01-2010,269.514526,270.765778,263.068054,265.235229,265.235229,8272719
01-02-2010,267.567566,268.173187,265.415405,266.776764,266.776764,4497098
02-02-2010,267.747742,267.747742,264.069061,265.825836,265.825836,8184208
03-02-2010,264.599609,271.32132,264.379364,270.680695,270.680695,5992202
04-02-2010,268.768768,269.269257,263.04303,263.653656,263.653656,6748645
05-02-2010,264.464478,267.017029,261.491486,265.910919,265.910919,6305688
08-02-2010,266.51651,271.271271,266.031036,267.002014,267.002014,5383211
09-02-2010,270.040039,271.036041,267.802795,268.488495,268.488495,5633561
10-02-2010,267.302307,269.164154,264.1091,267.492493,267.492493,5343651
11-02-2010,266.926941,270.515503,265.015015,268.468475,268.468475,4815180
12-02-2010,266.75174,268.843842,265.515503,266.826813,266.826813,4554841
16-02-2010,268.703705,272.337341,267.417419,270.920929,270.920929,7301491
17-02-2010,271.271271,271.971985,269.074066,269.374359,269.374359,4055341
18-02-2010,269.039032,272.777771,268.338348,271.881897,271.881897,4669126
19-02-2010,270.535522,272.287292,270.120117,270.650665,270.650665,5101094
22-02-2010,273.948944,274.024017,270.770782,271.671661,271.671661,4284911
23-02-2010,271.771759,272.087097,266.411407,267.802795,267.802795,5739455
24-02-2010,267.257263,269.489502,265.520508,266.001007,266.001007,4648547
25-02-2010,263.823822,264.509521,260.260254,263.478485,263.478485,6611782
26-02-2010,263.973969,266.141144,262.002014,263.663666,263.663666,4094501
01-03-2010,264.864868,266.911926,264.134125,266.611603,266.611603,4471324
02-03-2010,268.007996,273.103088,267.772766,270.800812,270.800812,8704886
03-03-2010,271.451447,274.33432,269.894897,272.932922,272.932922,6172621
04-03-2010,273.523529,278.343353,273.373383,277.572571,277.572571,6361232
05-03-2010,280.955963,284.11911,280.230225,282.38739,282.38739,7816576
08-03-2010,282.672668,282.872864,280.785797,281.521515,281.521515,4768027
09-03-2010,280.2052,282.61261,278.528534,280.375366,280.375366,6346847
10-03-2010,282.16217,289.539551,281.386383,288.513519,288.513519,11298490
11-03-2010,287.417419,293.398407,287.38739,290.86087,290.86087,8458133
12-03-2010,294.364349,294.434448,289.869873,290.060059,290.060059,5501293
15-03-2010,283.623627,285.01001,278.27829,281.871887,281.871887,9298492
16-03-2010,281.196198,284.494507,280.660675,282.882874,282.882874,6856137
17-03-2010,284.434448,286.011017,282.40741,283.063049,283.063049,6636557
18-03-2010,282.642639,284.504517,281.761749,283.48349,283.48349,3550846
19-03-2010,280.280273,284.284271,278.918915,280.280273,280.280273,9578812
22-03-2010,278.333344,283.70871,277.417419,279.029022,279.029022,8001590
23-03-2010,278.798798,279.434448,271.271271,274.77478,274.77478,10991597
24-03-2010,273.028015,280.2052,270.120117,278.943939,278.943939,13117270
25-03-2010,279.789795,286.286285,279.609619,281.72171,281.72171,7853938
26-03-2010,282.917908,283.978973,280.290283,281.626617,281.626617,5387008
29-03-2010,281.781769,282.642639,280.565552,281.5065,281.5065,6202791
30-03-2010,281.696686,284.099091,280.42041,283.638641,283.638641,3951844
31-03-2010,282.8078,285.155151,281.686676,283.843842,283.843842,6055538
01-04-2010,285.960968,287.012024,283.058044,284.684692,284.684692,4201195
05-04-2010,285.735748,287.727722,284.78479,285.790802,285.790802,3799197
06-04-2010,285.015015,285.730743,282.982971,284.394409,284.394409,4116080
07-04-2010,283.933929,284.659668,281.211212,282.052063,282.052063,5156838
08-04-2010,281.941956,285.210205,280.305298,284.029022,284.029022,3891105
09-04-2010,284.029022,284.669678,282.282288,283.393402,283.393402,4109087
12-04-2010,283.958954,287.287292,283.393402,286.651642,286.651642,4700095
13-04-2010,286.551544,294.734741,285.850861,293.67868,293.67868,7816775
14-04-2010,295.325317,296.466461,292.297302,294.7948,294.7948,6798595
15-04-2010,296.381378,299.219208,294.439453,297.947937,297.947937,13510076
16-04-2010,281.781769,284.689697,275.090088,275.350342,275.350342,24446529
19-04-2010,274.649658,277.272278,272.772766,275.325317,275.325317,7780212
20-04-2010,277.362366,280.110107,275.805817,277.797791,277.797791,5948845
21-04-2010,278.508514,280.405396,276.356354,277.427429,277.427429,4778217
22-04-2010,276.276276,276.52652,271.94696,273.803802,273.803802,6554839
23-04-2010,273.898895,274.934937,271.406403,272.767761,272.767761,4174621
26-04-2010,272.757751,272.767761,264.869873,266.08609,266.08609,8728862
27-04-2010,264.739746,269.434448,263.878876,264.7948,264.7948,7681711
28-04-2010,266.316315,267.682678,260.775787,264.859863,264.859863,6805388
29-04-2010,266.951965,268.518524,263.598602,266.266266,266.266266,6111682
30-04-2010,265.830841,269.1091,262.982971,263.113098,263.113098,4865929
03-05-2010,263.513519,266.726715,262.802795,265.565552,265.565552,3711884
04-05-2010,263.523529,263.633636,252.357361,253.438431,253.438431,12140447
05-05-2010,250.740738,258.118103,250.485489,255.135132,255.135132,9155236
06-05-2010,254.629623,259.019012,230.230225,249.584579,249.584579,9990200
07-05-2010,250.235229,252.912918,240.905899,246.816818,246.816818,10167822
10-05-2010,257.242249,261.671661,256.556549,261.08609,261.08609,8247744
11-05-2010,258.093079,260.200195,254.364365,254.779785,254.779785,6638555
12-05-2010,256.276276,256.276276,251.251251,252.947952,252.947952,7695896
13-05-2010,258.508514,261.261261,255.440445,255.695694,255.695694,6644948
14-05-2010,255.140137,255.750748,248.373367,254.019012,254.019012,8223768
17-05-2010,253.643646,254.434433,249.424423,254.239243,254.239243,5582012
18-05-2010,255.255249,255.740738,248.783783,249.434433,249.434433,5645349
19-05-2010,248.378372,249.969971,244.11412,247.462463,247.462463,6884509
20-05-2010,242.777771,243.033035,237.137131,237.742737,237.742737,9816773
21-05-2010,234.764771,242.742737,232.432434,236.261261,236.261261,19362218
24-05-2010,240.605606,245.140137,238.638641,238.818817,238.818817,8682509
25-05-2010,234.309311,238.963959,232.237244,238.773773,238.773773,6028765
26-05-2010,241.276276,245.125122,237.737732,237.972977,237.972977,6944249
27-05-2010,242.717712,246.401398,240.765762,245.475479,245.475479,5612582
28-05-2010,246.616623,246.97197,241.741745,243.05806,243.05806,5783810
01-06-2010,240.45546,245.775772,240.300293,241.426422,241.426422,5328266
02-06-2010,243.583588,247.182175,240.970978,246.931931,246.931931,5076518
03-06-2010,247.802795,254.254257,247.597595,253.053055,253.053055,7294099
04-06-2010,250.110107,254.879883,248.598602,249.609604,249.609604,7832759
07-06-2010,249.779785,250.705704,241.816818,243.003006,243.003006,7258135
08-06-2010,244.169174,244.664658,239.009003,242.632629,242.632629,5364830
09-06-2010,243.853851,244.684692,236.236237,237.247253,237.247253,5452542
10-06-2010,240.42543,244.494492,238.158157,243.748749,243.748749,5150644
11-06-2010,241.491486,244.599594,241.051056,244.494492,244.494492,3559837
14-06-2010,247.487488,247.497498,241.836838,241.836838,241.836838,4076719
15-06-2010,241.781784,250.450455,241.331329,249.244247,249.244247,8510681
16-06-2010,248.333328,252.252258,248.303299,250.88588,250.88588,4574021
17-06-2010,251.976974,253.188187,248.593597,250.290283,250.290283,3950645
18-06-2010,251.5065,251.986984,249.314316,250.265259,250.265259,5740054
21-06-2010,250.200195,250.735733,242.687683,244.524521,244.524521,5961033
22-06-2010,245.19519,248.548553,243.108109,243.368362,243.368362,4434961
23-06-2010,243.68869,243.68869,239.319321,241.266266,241.266266,4054142
24-06-2010,240.070068,241.616623,236.866867,237.787781,237.787781,3783413
25-06-2010,238.768768,239.064056,235.515518,236.576584,236.576584,4485910
28-06-2010,236.531525,239.014008,234.739746,236.276276,236.276276,3521075
29-06-2010,231.95195,232.507507,225.785782,227.357361,227.357361,6997196
30-06-2010,227.707703,229.14415,222.582581,222.697693,222.697693,7199194
01-07-2010,222.867874,224.424423,217.032028,219.964966,219.964966,7020173
02-07-2010,221.031036,221.361359,218.218216,218.4935,218.4935,3868128
06-07-2010,222.222229,224.059052,217.032028,218.25325,218.25325,5115080
07-07-2010,219.374374,225.870865,217.907913,225.325317,225.325317,6253141
08-07-2010,227.001999,228.89389,225.055054,228.508514,228.508514,5332462
09-07-2010,236.216217,236.866867,231.621628,233.978973,233.978973,8654337
12-07-2010,236.421417,239.959961,235.775772,238.153152,238.153152,6662131
13-07-2010,241.366364,246.741745,240.380386,244.844849,244.844849,7944647
14-07-2010,245.185181,247.162155,243.47348,245.915909,245.915909,6229764
15-07-2010,246.111115,247.597595,241.581589,247.257263,247.257263,9706684
16-07-2010,234.7948,235.515518,229.98999,230.035034,230.035034,15633950
19-07-2010,230.735733,235.060059,228.988983,233.323318,233.323318,9091499
20-07-2010,230.745743,241.73674,230.530533,241.036041,241.036041,8100891
21-07-2010,242.242249,243.093094,237.952957,238.988983,238.988983,6552641
22-07-2010,241.856857,244.734741,241.481476,242.647644,242.647644,4291105
23-07-2010,240.625626,245.540543,240.245239,245.275269,245.275269,4524271
26-07-2010,244.789795,245.620621,242.682678,244.729736,244.729736,3986410
27-07-2010,245.535538,248.998993,245.330338,246.561569,246.561569,4897498
28-07-2010,247.717712,247.872879,241.576584,242.417419,242.417419,4987008
29-07-2010,243.218216,244.684692,239.904907,242.737732,242.737732,5345649
30-07-2010,240.065063,243.92392,239.809814,242.667664,242.667664,4283912
02-08-2010,244.739746,246.886887,243.713715,245.450455,245.450455,3713683
03-08-2010,245.495499,246.476471,243.623627,245.160156,245.160156,3600995
04-08-2010,246.336334,253.753754,245.770767,253.413406,253.413406,7617375
05-08-2010,253.198196,254.55455,252.032028,254.304306,254.304306,4835959
06-08-2010,252.952957,253.123123,248.27327,250.360367,250.360367,6632361
09-08-2010,251.376373,253.003006,250.930923,252.927933,252.927933,3740656
10-08-2010,251.426422,253.25325,249.534531,252.107101,252.107101,4143852
11-08-2010,249.11412,249.249252,245.996002,246.116119,246.116119,4441554
12-08-2010,242.212219,247.62262,241.49649,246.251251,246.251251,4404791
13-08-2010,244.744751,245.840836,243.248245,243.418411,243.418411,3865531
16-08-2010,242.082077,245.180176,240.490494,243.03804,243.03804,2607390
17-08-2010,244.509506,247.597595,243.258255,245.505508,245.505508,3777619
18-08-2010,245.465469,245.680679,241.016022,241.316315,241.316315,5367427
19-08-2010,240.745743,241.49649,233.858856,234.219223,234.219223,7842150
20-08-2010,234.219223,236.031036,230.740738,231.241241,231.241241,7827365
23-08-2010,230.980988,234.35936,229.094101,232.267273,232.267273,5966428
24-08-2010,229.079086,229.414413,225.685684,225.920914,225.920914,5519875
25-08-2010,225.22522,229.13414,225.22522,227.537537,227.537537,5179016
26-08-2010,228.258255,228.858856,225.44545,225.715714,225.715714,3550446
27-08-2010,226.5065,230.22522,224.049042,229.644638,229.644638,4620175
30-08-2010,229.80481,230.110107,226.436432,226.571579,226.571579,2460337
31-08-2010,225.280273,227.662659,224.224228,225.235229,225.235229,3889706
01-09-2010,227.717712,232.702698,226.476471,230.395401,230.395401,6450143
02-09-2010,231.651657,232.447449,230.385391,231.821823,231.821823,3365032
03-09-2010,235.495499,236.176178,233.953949,235.385391,235.385391,5075719
07-09-2010,232.482483,234.029022,231.741745,232.432434,232.432434,3416380
08-09-2010,232.827835,236.486481,232.487488,235.525528,235.525528,4798796
09-09-2010,239.15416,240.440445,235.525528,238.328323,238.328323,4856339
10-09-2010,239.749756,240.135132,237.777771,238.308304,238.308304,3944651
13-09-2010,240.690689,242.417419,240.005005,241.376373,241.376373,4478517
14-09-2010,241.246246,242.617615,240.280273,240.45546,240.45546,4428567
15-09-2010,240.21521,241.186188,239.489487,240.560562,240.560562,4800794
16-09-2010,240.21521,241.466461,239.944946,240.770767,240.770767,3935061
17-09-2010,242.117111,245.84584,240.830826,245.320313,245.320313,11271917
20-09-2010,246.49649,255.460464,246.276276,254.394394,254.394394,8798193
21-09-2010,255.095093,260.250244,254.709717,256.987,256.987,8923667
22-09-2010,256.686676,259.149139,256.0961,258.25827,258.25827,5069126
23-09-2010,257.562561,260.105103,255.905899,256.997009,256.997009,4630165
